Campaign name	Campaign ID	Product ID	Creative type	Video title	Video ID	TikTok account	Time posted	Status	Exploration secondary status	Authorization type	Cost	SKU orders	Cost per order	Gross revenue	Product ad impressions	Product ad clicks	Product ad click rate	Ad conversion rate	2-second ad video view rate	6-second ad video view rate	25% ad video view rate	50% ad video view rate	75% ad video view rate	100% ad video view rate	Currency
KEYBOARD STAND	1872054276884850	1729497992617694254	Product card	-	N/A	-	-	Exploring	Exploring	N/A	13.202	0	0.000	0.000	13124	211	1.61%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1731036635964215342	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.950	0	0.000	0.000	9502	162	1.70%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935620768403502	Video	Order now 🛒 #5core Drum Thrones Black for kids and adults #drummer #drumming 	7528398438619270413	5 Core Inc	2025-07-18 07:32	Ineligible	Unavailable	TikTok Shop official account	3.790	0	0.000	0.000	57	1	1.75%	0.00%	61.40%	22.81%	17.54%	10.53%	3.51%	1.75%	USD
TRIPOD MIC STAND	1872057135332658	1730941376522784814	Video	About Item: 【Height Adjustable Mic Stand】– Easily raise or lower the microphone position from 18 to 72 inches, making it perfect for both stage and studio use. 【Extendable Boom】– 29.5-inch overhead telescoping arm with crossbar adjustment. Rotates 180 degrees for precise positioning. 【Super Tough Build】– This pedestal para micrófono features durable metal construction, reinforced joints, and a clutch system, supporting up to 4.5 lbs. 【Super Stable Mic Stand】– Tripod legs provide excellent stability, while the wider base prevents tipping, even on uneven surfaces. 【Portable Design】– Folds and assembles in minutes, making it easy to carry and store in compact spaces. Product Description Improve your performance with our height-adjustable tripod boom mic stand, offering a range from 18 inches to 72 inches. The extendable boom arm has a length of 29.5 inches, and it can rotate 180 degrees, providing versatile positioning. Built from sturdy metal, this microphone boom stand features sturdy legs with rubber caps, ensuring stability on any surface. Its reinforced clutch supports up to 4.5 lbs. Designed for convenience, the pedestal para microfono collapses for easy assembly and storage, making it highly portable. Enhance your audio setup with this reliable, adjustable, and portable floor mic stand. Important Note- Kindly place the boom arm parallel to the leg for maximum stability. Technical Specification: Color- Sky Blue Build Material- Metal Maximum Tripod Height- 72 Inch Minimum Tripod Height- 18 Inch Boom Arm Length- 29.5 Inch Features UNIVERSAL MIC HOLDER ANGLE ADJUSTMENT WIRE MANAGEMENT FOLDABLE TRIPOD The included clips in the package accommodates most handheld dynamic microphones. It also features an anti-slip design. The boom arm rotates up-to 180 degrees, making it perfect for use during standing or while seated. Ideal for kids and adults. The boom mic stand comes with wire clip. It helps to eliminate loose cables and tidy up setup. Also reduce any trip hazard. The tripod legs offer great stability and increased weight capacity. They are also foldable to ensure easy carrying. Package Includes: 1x Tripod Mic Stand 2x Mic Holder 1x Screw Adapter 2x Wire ...	7620961885923462413	5 Core Inc	2026-03-24 18:04	Explored	Performing	TikTok Shop official account	1.692	0	0.000	0.000	105	2	1.90%	0.00%	31.18%	8.60%	4.30%	2.15%	2.15%	0.00%	USD
DRUM THRONE BACKREST	1872022557764657	1731757087308156974	Video	AD #drumchair #drums #drumstool #stool  #VaiqueÉSua 	7566469104975023415	Bobbie	2025-10-28 21:44	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
TRIPOD GUITAR STAND	1872023345120273	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.470	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730947702354645038	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.602	0	0.000	0.000	4542	41	0.90%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731720245998227502	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.939	0	0.000	0.000	5200	48	0.92%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1732169562248876078	Product card	-	N/A	-	-	Exploring	Exploring	N/A	3.698	0	0.000	0.000	3531	70	1.98%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1731768184598663214	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.672	0	0.000	0.000	6765	125	1.85%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1732351722929950766	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.998	0	0.000	0.000	6888	136	1.97%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941357027790894	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.683	0	0.000	0.000	4247	91	2.14%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036643178745902	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.917	0	0.000	0.000	793	18	2.27%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1730947731198808110	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.492	0	0.000	0.000	2455	41	1.67%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947789805817902	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.214	0	0.000	0.000	1871	21	1.12%	0.00%	-	-	-	-	-	-	USD
INSTRUMENT MIC	1872049658674578	1730952183108243502	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.021	0	0.000	0.000	58	4	6.90%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1731767391885758510	Product card	-	N/A	-	-	Exploring	Exploring	N/A	3.972	0	0.000	0.000	3684	77	2.09%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941374377332782	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.869	0	0.000	0.000	8835	165	1.87%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1731767365656481838	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.974	0	0.000	0.000	3018	60	1.99%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1730952058669862958	Video	Play in comfort 🎶 5CORE Guitar Stool | Padded seat + footrest | Supports up to 300 lbs | Perfect for acoustic, electric & classical players 🛒 #5CoreAudio #GuitarStool #MusicianGear #GuitarAccessories #AcousticGuitar #ElectricGuitar #StudioGear #TikTokShop #TikTokMadeMeBuyIt #5core	7541860669923036471	5 Core Inc	2025-08-28 08:00	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	1730941311020404782	Video	Sky, blue speaker stand tripod base heavy duty  #5core #speakerstand 	7532201031267110157	5 Core Inc	2025-07-28 13:27	Explored	Performing	TikTok Shop official account	0.843	0	0.000	0.000	49	0	0.00%	0.00%	37.78%	11.11%	8.89%	4.44%	4.44%	0.00%	USD
DRUM THRONE BACKREST	1872022557764657	1731981147538427950	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.913	0	0.000	0.000	16291	114	0.70%	0.00%	-	-	-	-	-	-	USD
GUITAR RACK	1872024508866833	1730947818316992558	Video		7620962113829211405	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE	1871985994267697	1730874902516502574	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.589	0	0.000	0.000	8544	104	1.22%	0.00%	-	-	-	-	-	-	USD
DESKTOP MIC	1871983617697873	1730952076306714670	Video	"🎙️✨ Compact. Sturdy. Creator-Ready.
Say hello to your new desk essential: the 5 Core Mini Tripod Mic Stand!
🪶 Lightweight & foldable — perfect for tight spaces
🔄 Fully adjustable for the perfect angle
🎧 Ideal for podcasts, streams, Zoom calls & more
💼 Take it anywhere. Set up in seconds.

🛒 Tap to shop — professional setup starts here! #microphone #microphones #selfiesticktripod #monitorstand #magnetictripod #portabletripod #vloggingtripod #tripodselfiestick #besttripod #4in1tripod #CreatorGear #DeskSetup #MicStand #PodcastTools #5Core #StreamerEssentials #WorkFromHomeSetup #MiniMicStand #ContentCreatorKit #TikTokStudio #CompactGear #HomeStudioSetup #MicrophoneStand #VoiceoverTools #SmallStandBigImpact"	7522559092410420493	5 Core Inc	2025-07-02 13:51	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
TRIPOD MIC STAND	1872057135332658	1731768210330587182	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.673	0	0.000	0.000	3397	55	1.62%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935649675546670	Video	5CORE Keyboard Bench Piano Stool Thick Padded Seat Height Adjustable Keyboard Chair #furniture #wellnesstools #babychair #keyboardreview #nailstools #besthighchair #foldablebench #nurserychair #gamingchairs #chairreview	7520351269903469838	5 Core Inc	2025-06-26 15:03	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE	1871985994267697	1730935693601902638	Video	#tiktokshop #5core #drumseat #fyp #highlights 	7555604916434160927	TeamFusionEnt	2025-09-29 15:06	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732457413214834734	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.795	0	0.000	0.000	948	17	1.79%	0.00%	-	-	-	-	-	-	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1730947767229517870	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.083	0	0.000	0.000	39	4	10.26%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732159671749611566	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.265	0	0.000	0.000	917	15	1.64%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036630991343662	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.631	0	0.000	0.000	5127	47	0.92%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1732391437583683630	Product card	-	N/A	-	-	Exploring	Exploring	N/A	11.618	0	0.000	0.000	15798	120	0.76%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1731762729107230766	Video	【Strong A-Frame Guitar Stand 】This guitar floor stand features a classic A-frame structure made from durable steel and iron, offering solid support for your instruments. The wide base and stable build help keep your guitar secure. 【Soft EVA and Rubber Padding】Both arms are padded with soft EVA foam, while the backrest uses rubber padding to protect your instrument’s finish. No scratches, no damage—just safe storage for your acoustic, electric, or bass guitar. 【Compact & Foldable】The folding guitar stand folds flat quickly, making it easy to carry or store when not in use. No loose parts or tools required—perfect for travel, stage use, or home. 【Universal Compatibility】With a 12-inch max leg width and 8-inch arm length, this foldable stand fits various instruments such as acoustic guitars, electric guitars, basses, ukuleles, and banjos. 【Non-Slip Feet for Stability】Equipped with anti-slip rubber feet that grip the floor, this guitar holder stays in place and prevents tipping over. Great for studio, bedroom, or stage setups. Product Description: This heavy-duty A frame metal guitar stand floor offers unmatched stability and durability with its thick steel construction and reinforced welded joints. Adjustable to fit acoustic, electric, ukulele, and bass guitars, this guitar support features soft padding to protect against scratches and dents. Anti-slip rubberized feet ensure your instrument stays secure. The guitar stand is easy to use, requiring no special tools for setup, and collapses for convenient portability. Designed for longevity with anti-corrosion paint, this A frame guitar holder provides a secure cradle arm to hold any guitar size. Perfect for musicians seeking a reliable and portable solution to safely display and store their instruments. Features: STRONG & LONG LASTING CRADLE ARM A-FRAME STRUCTURE EASY TO USE Built from heavy duty metal to be sturdy and stable, our stand securely holds your guitar without tipping over. It’s designed to last. The unique shape of the arms holds large or small guitars safely. It increases the instrument compatibility significantly. Designed to match the body and weight of the guitar, providing enhanced stability and ...	7615719017914977550	5 Core Inc	2026-03-10 15:00	Explored	Performing	TikTok Shop official account	9.270	0	0.000	0.000	244	5	2.05%	0.00%	26.07%	5.56%	3.42%	1.71%	0.85%	0.43%	USD
SPEAKER STAND	1872055844656625	1730941363413749806	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.769	0	0.000	0.000	1101	21	1.91%	0.00%	-	-	-	-	-	-	USD
ROUND BASE MIC STAND	1872069420204498	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.190	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732457393650176046	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.525	0	0.000	0.000	925	16	1.73%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731980554377072686	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.578	0	0.000	0.000	16247	114	0.70%	0.00%	-	-	-	-	-	-	USD
PARENT DS CH REST LVR	1871351020265522	1731757087308156974	Video	5 core seat for drummers #chair #drummer 	7559263046825217293	Life of TY	2025-10-09 11:41	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SHEET MUSIC STAND	1872070461416593	1730947782854152238	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.023	0	0.000	0.000	33	0	0.00%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.460	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941368486432814	Video	【Adjustable Keyboard Stand 】Height adjusts from 22.5" to 38.5" and width from 21.5" to 36.5" for a perfect fit.【Heavy-Duty Build】Constructed from sturdy steel with a 330 lb weight capacity, supporting the heaviest keyboards.【Superior Stability】Z-style structure with anti-slip rubber feet and rubber pads prevents sliding or wobbling.【Universal Compatibility】Fits most keyboards, including digital pianos, DJ mixers, turntables, and synthesizers.【Portable & Easy Setup】Quick assembly in minutes, folds flat for effortless storage and transport. Product Description Elevate your musical experience with our adjustable keyboard stand, offering customizable height from 22.5" to 38.5" and width from 21.5" to 36.5". Built from sturdy steel, it boasts an impressive 330lb weight capacity, making it perfect for the heaviest keyboards. The Z style structure, anti-slip rubber feet, and rubber pads ensure superior stability with no sliding or wobbling. Compatible with most keyboards, including pianos, DJ mixers, turntables, and synthesizers, it features a convenient headphone holder, foam padding to prevent scratches, and anchoring straps for extra safety. Create a clutter-free, organized, and secure setup for optimal performance.. Features HEADPHONE HOLDER UNIQUE Z-FRAME FOAM PADDED ANCHORING STRAPS Quickly grab and store headphones without having to search for them. It is neatly stored, reducing clutter and creating a more organized space. Z style stand is versatile the ability to adjust to the musician's height and the device's width offer the most comfortable experience. The top of the keyboard stand has been padded with soft rubberized material, so the stand won't scratch the instrument. Two very durable anchoring straps are included in the keyboard strap. Attach them to the instrument for extra stability and safety. Keyboard Stand Specification Color: Baby Pink Style: Z Material: Iron and Plastic Stand Net Weight: 15.25 Lbs Height Adjustability: Yes Maximum Height: 38.5 inch Minimum Height: 22.5 inch Width Adjustment: Yes Maximum Width: 36.5 Inches Minimum Width: 21.5 Inches Headphone Holder: Yes Anchoring Straps: Yes Capacity Is: 330 lbs Compatibility: 54-88 Key ...	7620962134377106701	5 Core Inc	2026-03-24 18:05	Explored	Performing	TikTok Shop official account	11.020	0	0.000	0.000	247	3	1.21%	0.00%	29.69%	7.86%	5.68%	5.24%	4.80%	0.87%	USD
SPEAKER STAND	1872055844656625	1732351729325805614	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.037	0	0.000	0.000	1364	21	1.54%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732321199424049198	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.143	0	0.000	0.000	935	16	1.71%	0.00%	-	-	-	-	-	-	USD
DESKTOP MIC	1871983617697873	N/A	Video	Sturdy, adjustable, and ready for your setup 🎶 5CORE Desktop Mic Stand | Tripod Tabletop Holder | Perfect for podcasts, streaming & home studios 🛒 #5CoreAudio #MicStand #DesktopMicStand #PodcastSetup #StreamingGear #HomeStudio #ProAudio #TikTokShop #CreatorTools #TikTokMadeMeBuyIt	7541478009643994382	5 Core Inc	2025-08-24 19:00	Ineligible	Authorization needed	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
TRIPOD MIC STAND	1872057135332658	N/A	Video	About Item: 【Height Adjustable Mic Stand】– Easily raise or lower the microphone position from 18 to 72 inches, making it perfect for both stage and studio use. 【Extendable Boom】– 29.5-inch overhead telescoping arm with crossbar adjustment. Rotates 180 degrees for precise positioning. 【Super Tough Build】– This pedestal para micrófono features durable metal construction, reinforced joints, and a clutch system, supporting up to 4.5 lbs. 【Super Stable Mic Stand】– Tripod legs provide excellent stability, while the wider base prevents tipping, even on uneven surfaces. 【Portable Design】– Folds and assembles in minutes, making it easy to carry and store in compact spaces. Product Description Improve your performance with our height-adjustable tripod boom mic stand, offering a range from 18 inches to 72 inches. The extendable boom arm has a length of 29.5 inches, and it can rotate 180 degrees, providing versatile positioning. Built from heavy-duty metal, this microphone boom stand features sturdy legs with rubber caps, ensuring stability on any surface. Its reinforced clutch supports up to 4.5 lbs. Designed for convenience, the pedestal para microfono collapses for easy assembly and storage, making it highly portable. Enhance your audio setup with this reliable, adjustable, and portable floor mic stand. Important Note- Kindly place the boom arm parallel to the leg for maximum stability. Features UNIVERSAL MIC HOLDER ANGLE ADJUSTMENT WIRE MANAGEMENT FOLDABLE TRIPOD The included clip in the package accommodates most handheld dynamic microphones. It also features an anti-slip design. The boom arm rotates up-to 180 degrees, making it perfect for use during standing or while seated. Ideal for kids and adults. The boom mic stand comes with wire clip. It helps to eliminate loose cables and tidy up setup. Also reduce any trip hazard. The tripod legs offer great stability and increased weight capacity. They are also foldable to ensure easy carrying. Technical Specification: Color: Red Build Material- Metal Maximum Tripod Height- 18 Inch Minimum Tripod Height- 72 Inch Boom Arm Length- 29.5 Inch Package Includes: 2x Tripod Mic Stand 2x Mic Holder 2x Windscreen foam 2x Screw ...	7620962051770305805	5 Core Inc	2026-03-24 18:05	Ineligible	Authorization needed	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
A FRAME GUITAR STAND	1872069106454578	1730947826823827502	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.988	0	0.000	0.000	1691	20	1.18%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036639192453166	Video	"🎹 Tired of back pain while playing your keyboard or piano?
Upgrade your setup with the 5 Core X-Style Padded Bench — built for comfort, stability, and style!

✅ Ultra-thick cushion for long practice sessions
✅ 4-level adjustable height for all players
✅ Strong X-frame supports up to 340 lbs
✅ Foldable & portable — perfect for gigs or studio

Whether you're jamming at home or playing on stage, this bench is your perfect music partner.
🎵 Tap “Shop Now” and elevate your performance! #furniture #barstools #cordlesstools #wellnesstools #foldablestool #babychair #collapsiblestool #keyboardreview #nailstools #foldablebench #TikTokMadeMeBuyIt #MusicGear #PianoBench #KeyboardSetup #StudioEssentials #MusicianLife #PracticeMakesPerfect #GigReady #MusicLovers #ComfortFirst #AdjustableBench #FYP #AmazonFinds #MusicTikTok #XStyleBench"	7520342830380879117	5 Core Inc	2025-06-26 14:31	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE	1871985994267697	1730935710536601646	Video	#tiktokshopcreatorpicks #fyp #trending 	7553042360955948318	O & J	2025-09-22 17:22	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE BACKREST	1872022557764657	1731911106396655662	Product card	-	N/A	-	-	Exploring	Exploring	N/A	11.267	0	0.000	0.000	16363	114	0.70%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935708263944238	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.150	0	0.000	0.000	8654	103	1.19%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732438385504784430	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.688	0	0.000	0.000	965	17	1.76%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935699041849390	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.368	0	0.000	0.000	341	2	0.59%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935620768337966	Video		7620962189280578830	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732457421434556462	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.848	0	0.000	0.000	940	18	1.91%	0.00%	-	-	-	-	-	-	USD
